No.,Time,Source,Destination,Length,Protocol,Info,Attack
332,"2025-06-04 06:50:37,196548",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,518,TLSv1.3,Application Data,0
333,"2025-06-04 06:50:37,196587",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,54,TCP,50555  >  https(443) [ACK] Seq=4280 Ack=5203 Win=64768 Len=0,1
334,"2025-06-04 06:50:37,196927",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,78,TLSv1.3,Application Data,1
335,"2025-06-04 06:50:37,196994",Asus.local,onedscolprdeus04.eastus.cloudapp.azure.com,54,TCP,"50555  >  https(443) [FIN, ACK] Seq=4304 Ack=5203 Win=64768 Len=0",1
336,"2025-06-04 06:50:37,353582",Asus.local,180.250.245.142,98,DNS,Standard query 0xea0a PTR 120.106.206.44.in-addr.arpa OPT,1
337,"2025-06-04 06:50:37,447194",onedscolprdeus04.eastus.cloudapp.azure.com,Asus.local,54,TCP,https(443)  >  50555 [ACK] Seq=5203 Ack=4305 Win=4194560 Len=0,1
338,"2025-06-04 06:50:37,491020",20.195.84.23,Asus.local,258,TLSv1.2,Application Data,0
339,"2025-06-04 06:50:37,491020",20.195.84.23,Asus.local,85,TLSv1.2,Application Data,1
340,"2025-06-04 06:50:37,491082",Asus.local,20.195.84.23,54,TCP,65399  >  https(443) [ACK] Seq=1915 Ack=510 Win=255 Len=0,1
341,"2025-06-04 06:50:37,491274",Asus.local,20.195.84.23,106,TLSv1.2,Application Data,1
342,"2025-06-04 06:50:37,492198",Asus.local,20.195.84.23,1916,TLSv1.2,Application Data,0
343,"2025-06-04 06:50:37,500198",Asus.local,44.224.186.35.bc.googleusercontent.com,97,TLSv1.2,Application Data,1
344,"2025-06-04 06:50:37,518555",20.195.84.23,Asus.local,56,TCP,https(443)  >  65399 [ACK] Seq=510 Ack=1967 Win=4409 Len=0,1
345,"2025-06-04 06:50:37,518555",20.195.84.23,Asus.local,56,TCP,[TCP Dup ACK 344#1] https(443)  >  65399 [ACK] Seq=510 Ack=1967 Win=4409 Len=0,1
346,"2025-06-04 06:50:37,518717",20.195.84.23,Asus.local,93,TLSv1.2,Application Data,1
347,"2025-06-04 06:50:37,520210",44.224.186.35.bc.googleusercontent.com,Asus.local,56,TCP,https(443)  >  63638 [ACK] Seq=1 Ack=44 Win=1043 Len=0,1
348,"2025-06-04 06:50:37,520364",20.195.84.23,Asus.local,56,TCP,https(443)  >  65399 [ACK] Seq=549 Ack=3829 Win=4454 Len=0,1
349,"2025-06-04 06:50:37,568219",Asus.local,20.195.84.23,54,TCP,65399  >  https(443) [ACK] Seq=3829 Ack=549 Win=255 Len=0,1
350,"2025-06-04 06:50:37,823980",44.224.186.35.bc.googleusercontent.com,Asus.local,94,TLSv1.2,Application Data,1
351,"2025-06-04 06:50:37,846184",180.250.245.142,Asus.local,287,DNS,Standard query response 0xea0a PTR 120.106.206.44.in-addr.arpa PTR ec2-44-206-106-120.compute-1.amazonaws.com NS ns1-24-us-east-1.ec2-rdns.amazonaws.com NS ns2-24-us-east-1.ec2-rdns.amazonaws.com NS ns3-24-us-east-1.ec2-rdns.amazonaws.com NS ns4-24-us-east-1.ec2-rdns.amazonaws.com OPT,1
352,"2025-06-04 06:50:37,879469",Asus.local,44.224.186.35.bc.googleusercontent.com,54,TCP,63638  >  https(443) [ACK] Seq=44 Ack=41 Win=507 Len=0,1
353,"2025-06-04 06:50:38,273773",BilianElectr_0a:d5:f9,Broadcast,42,ARP,Who has 192.168.1.1? Tell 192.168.1.6,1
354,"2025-06-04 06:50:38,863927",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
355,"2025-06-04 06:50:40,299248",fe80::1,Asus.local,86,ICMPv6,Neighbor Solicitation for fe80::d015:57cc:7463:7b6 from e4:ca:12:84:56:7e,1
356,"2025-06-04 06:50:40,299398",Asus.local,fe80::1,86,ICMPv6,"Neighbor Advertisement fe80::d015:57cc:7463:7b6 (sol, ovr) is at b0:a4:60:b7:fb:5b",1
357,"2025-06-04 06:50:40,859868",20.195.84.16,Asus.local,258,TLSv1.2,Application Data,1
358,"2025-06-04 06:50:40,859868",20.195.84.16,Asus.local,85,TLSv1.2,Application Data,1
359,"2025-06-04 06:50:40,859912",Asus.local,20.195.84.16,54,TCP,65288  >  https(443) [ACK] Seq=2016 Ack=510 Win=250 Len=0,1
360,"2025-06-04 06:50:40,860074",Asus.local,20.195.84.16,106,TLSv1.2,Application Data,1
361,"2025-06-04 06:50:40,860170",Asus.local,20.195.84.16,2017,TLSv1.2,Application Data,0
362,"2025-06-04 06:50:40,876953",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
363,"2025-06-04 06:50:40,891980",20.195.84.16,Asus.local,93,TLSv1.2,Application Data,1
364,"2025-06-04 06:50:40,891980",20.195.84.16,Asus.local,56,TCP,https(443)  >  65288 [ACK] Seq=549 Ack=4031 Win=4834 Len=0,1
365,"2025-06-04 06:50:40,938167",Asus.local,20.195.84.16,54,TCP,65288  >  https(443) [ACK] Seq=4031 Ack=549 Win=250 Len=0,1
366,"2025-06-04 06:50:41,908868",lb-140-82-114-25-iad.github.com,Asus.local,80,TLSv1.2,Application Data,1
367,"2025-06-04 06:50:41,909095",Asus.local,lb-140-82-114-25-iad.github.com,84,TLSv1.2,Ignored Unknown Record,1
368,"2025-06-04 06:50:42,012970",Asus.local,2603:1040:603:c::115,126,TLSv1.2,Application Data,1
369,"2025-06-04 06:50:42,108495",2603:1040:603:c::115,Asus.local,115,TLSv1.2,Application Data,1
370,"2025-06-04 06:50:42,143288",Asus.local,2600:1901:1:a8::,117,TLSv1.2,Application Data,1
371,"2025-06-04 06:50:42,154003",Asus.local,2603:1040:603:c::115,74,TCP,60677  >  https(443) [ACK] Seq=53 Ack=42 Win=507 Len=0,1
372,"2025-06-04 06:50:42,162510",2600:1901:1:a8::,Asus.local,74,TCP,https(443)  >  61029 [ACK] Seq=1 Ack=44 Win=1046 Len=0,1
373,"2025-06-04 06:50:42,175053",lb-140-82-114-25-iad.github.com,Asus.local,56,TCP,https(443)  >  49881 [ACK] Seq=27 Ack=32 Win=74 Len=0,1
374,"2025-06-04 06:50:42,221166",2600:1901:1:a8::,Asus.local,114,TLSv1.2,Application Data,1
375,"2025-06-04 06:50:42,264621",Asus.local,2600:1901:1:a8::,74,TCP,61029  >  https(443) [ACK] Seq=44 Ack=41 Win=507 Len=0,1
376,"2025-06-04 06:50:42,344379",Asus.local,180.250.245.142,143,DNS,Standard query 0xb1cc PTR 5.1.1.0.0.0.0.0.0.0.0.0.0.0.0.0.c.0.0.0.3.0.6.0.0.4.0.1.3.0.6.2.ip6.arpa OPT,1
377,"2025-06-04 06:50:42,402199",180.250.245.142,Asus.local,229,DNS,Standard query response 0xb1cc No such name PTR 5.1.1.0.0.0.0.0.0.0.0.0.0.0.0.0.c.0.0.0.3.0.6.0.0.4.0.1.3.0.6.2.ip6.arpa SOA ns1-08.azure-dns.com OPT,1
378,"2025-06-04 06:50:42,886520",Asus.local,2606:4700:20::ac43:4b27,86,TCP,[TCP Retransmission] 50550  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM,1
379,"2025-06-04 06:50:42,887509",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
380,"2025-06-04 06:50:43,340637",Asus.local,180.250.245.142,143,DNS,Standard query 0x719b PTR 0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.a.0.0.1.0.0.0.1.0.9.1.0.0.6.2.ip6.arpa OPT,1
381,"2025-06-04 06:50:44,215121",Asus.local,40.79.173.40,55,TCP,50521  >  https(443) [ACK] Seq=1 Ack=1 Win=254 Len=1,1
382,"2025-06-04 06:50:44,270471",180.250.245.142,Asus.local,239,DNS,Standard query response 0x719b No such name PTR 0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.a.0.0.1.0.0.0.1.0.9.1.0.0.6.2.ip6.arpa SOA ns-gce-public1.googledomains.com OPT,1
383,"2025-06-04 06:50:44,332346",40.79.173.40,Asus.local,66,TCP,https(443)  >  50521 [ACK] Seq=1 Ack=2 Win=16385 Len=0 SLE=1 SRE=2,1
384,"2025-06-04 06:50:44,898425",Asus.local,224.77.77.77,155,UDP,63661  >  12177 Len=113,1
385,"2025-06-04 06:50:45,349414",Asus.local,180.250.245.142,96,DNS,Standard query 0x3169 PTR 40.173.79.40.in-addr.arpa OPT,1
